,target_id,symbol,log2FC,pvalue,padj,statistic,baseMean
38020,NM_001365689.1,C5orf38,NA,NA,NA,NA,0
19474,NM_001365692.1,CCM2L,0.546492281,0.588449371,1,0.541084457,1.689221241
39190,NM_001365693.1,MGAM,NA,NA,NA,NA,0
15927,NM_001365705.1,NFKBID,-0.115147793,0.906986178,1,-0.116840842,2.879710178
15929,NM_001365706.1,NFKBID,0.132119052,0.899002264,1,0.126921836,1.596185052
19575,NM_001365709.1,CNBD2,0.826685599,0.902764416,1,0.122169961,0.123639635
4822,NM_001365710.2,VTI1A,-0.144114818,0.865022413,1,-0.169984389,2.563048457
4825,NM_001365711.1,VTI1A,-0.129099413,0.919820124,1,-0.100660305,0.836968733
4824,NM_001365712.1,VTI1A,-0.138189518,0.695268018,1,-0.391716066,16.13381242
4826,NM_001365713.1,VTI1A,0,1,1,0,0.189119756
4823,NM_001365714.1,VTI1A,0.161441822,0.748099181,1,0.321146753,8.231014953
22884,NM_001365715.1,LRCH3,0.008944216,0.982035265,1,0.022517358,11.00389212
22883,NM_001365716.1,LRCH3,-2.353770083,0.14161465,1,-1.46980472,0.773925346
22881,NM_001365717.1,LRCH3,0.316385974,0.644752915,1,0.461063685,5.247218297
22882,NM_001365718.1,LRCH3,0,1,1,0,0.032953778
22880,NM_001365719.2,LRCH3,0.152468709,0.748901856,1,0.320087691,10.98483668
14249,NM_001365724.1,PDE6G,0,1,1,0,0.129810396
14247,NM_001365725.1,PDE6G,0.800420202,0.835604239,1,0.207519405,0.317529577
19493,NM_001365728.1,CDK5RAP1,0.759220902,0.430576661,1,0.788205246,2.643048654
31756,NM_001365743.1,PABIR3,-0.136732383,0.780213744,1,-0.2790405,7.408689545
40331,NM_001365746.1,PABIR3,NA,NA,NA,NA,0
14072,NM_001365751.1,MIF4GD,0.018002297,0.965442507,1,0.043324945,10.05949453
14074,NM_001365752.1,MIF4GD,-0.135091148,0.972259258,1,-0.034774872,0.314888986
14073,NM_001365753.1,MIF4GD,0.587659761,0.721407043,1,0.356578944,1.113962553
14071,NM_001365754.1,MIF4GD,0.979692185,0.427878437,1,0.792827321,3.406005656
35525,NM_001365755.1,MIF4GD,NA,NA,NA,NA,0
35444,NM_001365758.1,ANKFN1,NA,NA,NA,NA,0
20224,NM_001365759.2,ICOSLG,-1.096863749,0.871228948,1,-0.162097661,0.065771857
26974,NM_001365764.1,USP42,-1.136820071,0.366026577,1,-0.903941209,0.977968259
14382,NM_001365766.2,L3MBTL4,-0.219347459,0.590444594,1,-0.538191867,11.09068793
14381,NM_001365767.2,L3MBTL4,0.668022537,0.511801215,1,0.656035606,2.065796791
293,NM_001365774.2,ALDH9A1,5.092842657,0.001664076,0.181736451,3.144435416,3.069212249
10496,NM_001365776.1,TPM1,-0.253647967,0.760634818,1,-0.304647264,3.488226294
10492,NM_001365777.1,TPM1,0.448850587,0.637306665,1,0.471467861,2.063562573
34740,NM_001365778.1,TPM1,NA,NA,NA,NA,0
34737,NM_001365779.1,TPM1,NA,NA,NA,NA,0
10499,NM_001365780.1,TPM1,-1.09688314,0.734150415,1,-0.339609777,0.421670951
10502,NM_001365781.2,TPM1,-0.38273617,0.497358573,1,-0.678651706,6.752117413
10501,NM_001365782.1,TPM1,-0.460364162,0.681418469,1,-0.410528271,1.956552913
3252,NM_001365783.2,ATP2B4,0.122384152,0.905625909,1,0.118557537,1.644723378
34537,NM_001365788.1,ACOT6,NA,NA,NA,NA,0
9594,NM_001365789.1,ACOT6,0.74211165,0.723304066,1,0.354046459,0.521689471
34413,NM_001365790.2,KLHL33,NA,NA,NA,NA,0
1824,NM_001365792.1,DAB1,-1.09688453,0.696310613,1,-0.390305559,0.968072751
1823,NM_001365793.1,DAB1,0.977298282,0.253821094,1,1.141117345,2.976917759
33948,NM_001365803.1,ZNF641,NA,NA,NA,NA,0
7284,NM_001365804.1,ZNF641,0.155404779,0.833310855,1,0.210457197,3.570382578
7287,NM_001365805.1,ZNF641,-0.368704618,0.710396502,1,-0.371323627,4.372665587
5729,NM_001365809.2,SYT7,0.126837464,0.903669997,1,0.121026562,1.375466062
20984,NM_001365819.1,SBF1,1.086153324,0.328264568,1,0.97761542,5.342588254
1463,NM_001365820.1,INPP5B,0,1,1,0,0.234029838
1467,NM_001365821.1,INPP5B,0,1,1,0,0.096884402
32157,NM_001365822.1,INPP5B,NA,NA,NA,NA,0
1466,NM_001365823.1,INPP5B,0.881642098,0.870725127,1,0.162737491,0.37437141
1465,NM_001365824.1,INPP5B,-1.696643018,0.275429691,1,-1.090643703,1.201032263
1468,NM_001365825.1,INPP5B,-1.997403516,0.76707867,1,-0.296198269,0.248519854
20983,NM_001365836.1,PPP6R2,0.449095133,0.693622785,1,0.393943457,1.348210098
2632,NM_001365837.1,KCNN3,0,1,1,0,0.091098499
2633,NM_001365838.1,KCNN3,0,1,1,0,0.178125259
2964,NM_001365848.1,POU2F1,-2.354210988,0.197767104,1,-1.287939269,0.856175244
2963,NM_001365849.1,POU2F1,0.640944709,0.272513538,1,1.097292524,5.838749171
22056,NM_001365851.2,CD200,-1.096863749,0.871228948,1,-0.162097661,0.066961623
22058,NM_001365852.1,CD200,0,1,1,0,0.030093297
22054,NM_001365853.1,CD200,0.826685599,0.902764416,1,0.122169961,0.062761347
22055,NM_001365854.1,CD200,0,1,1,0,0.059811
22053,NM_001365855.1,CD200,1.687048813,0.770768787,1,0.291369437,0.24617786
32813,NM_001365862.2,C10orf67,NA,NA,NA,NA,0
38656,NM_001365869.2,CNR1,NA,NA,NA,NA,0
38657,NM_001365870.2,CNR1,NA,NA,NA,NA,0
4152,NM_001365871.1,TIMM23B,0.084944947,0.705226632,1,0.378274573,39.85083704
26296,NM_001365872.2,CNR1,0,1,1,0,0.030055809
21359,NM_001365876.1,MYD88,-1.618624911,0.446711553,1,-0.760908781,0.507755793
21356,NM_001365877.1,MYD88,-2.577783462,0.203329157,1,-1.27212374,0.623602126
20719,NM_001365878.1,C1QTNF6,0.239768307,0.619610977,1,0.49640177,10.12874912
4855,NM_001365891.2,TDRD1,1.345130387,0.412537634,1,0.81943612,0.731180674
20359,NM_001365892.2,CCDC188,0.826685599,0.902764416,1,0.122169961,0.161928611
7617,NM_001365896.1,NACA,0.05664985,0.90161524,1,0.123621157,9.075069935
32567,NM_001365900.1,FMO2,NA,NA,NA,NA,0
21880,NM_001365903.2,MAGI1,-1.614469799,0.343610341,1,-0.947055809,0.71701254
21881,NM_001365904.2,MAGI1,0.826685599,0.902764416,1,0.122169961,0.209405522
21884,NM_001365905.1,MAGI1,0.750486787,0.672029867,1,0.42336378,0.707714136
9587,NM_001365907.2,PAPLN,-0.402627075,0.162284647,1,-1.397428854,23.49527941
10610,NM_001365915.1,SKOR1,1.345215078,0.418822106,1,0.80846646,0.706897425
35330,NM_001365919.1,MSL1,NA,NA,NA,NA,0
13362,NM_001365920.1,MSL1,0.452096142,0.318594655,1,0.997349994,10.0366601
37605,NM_001365923.2,NLGN1,NA,NA,NA,NA,0
37606,NM_001365924.2,NLGN1,NA,NA,NA,NA,0
37608,NM_001365925.2,NLGN1,NA,NA,NA,NA,0
37609,NM_001365926.2,NLGN1,NA,NA,NA,NA,0
37611,NM_001365927.2,NLGN1,NA,NA,NA,NA,0
37612,NM_001365928.2,NLGN1,NA,NA,NA,NA,0
22632,NM_001365929.2,NLGN1,0.826685599,0.902764416,1,0.122169961,0.031434899
22634,NM_001365930.2,NLGN1,1.190837999,0.371959967,1,0.892808064,1.506866788
22635,NM_001365931.2,NLGN1,0,1,1,0,0.029759297
22636,NM_001365932.2,NLGN1,0,1,1,0,0.06404569
22638,NM_001365933.2,NLGN1,1.331045197,0.405755395,1,0.831386373,1.004754657
22637,NM_001365934.2,NLGN1,-1.096863749,0.871228948,1,-0.162097661,0.060794566
37607,NM_001365935.2,NLGN1,NA,NA,NA,NA,0
22633,NM_001365936.2,NLGN1,-1.9909847,0.767817522,1,-0.29523087,0.161601167
22428,NM_001365940.2,RBP1,-0.097420028,0.802011096,1,-0.250745222,37.23028915
16469,NM_001365950.1,CARD8,-0.397718161,0.714615074,1,-0.365664989,1.689489553
871,NM_001365952.1,KIF1B,-0.212166587,0.686599818,1,-0.403473646,8.739215984
872,NM_001365953.1,KIF1B,-0.154577824,0.546874714,1,-0.602449882,28.7699606
11751,NM_001365977.2,SEPTIN1,2.398069634,0.235469061,1,1.186388121,0.861757078
15453,NM_001365982.2,NFIX,1.718370056,0.798866278,1,0.254814627,0.185598556
35837,NM_001365983.2,NFIX,NA,NA,NA,NA,0
35838,NM_001365984.2,NFIX,NA,NA,NA,NA,0
15456,NM_001365985.2,NFIX,0,1,1,0,0.030360204
3272,NM_001365986.1,NFASC,0.280325292,0.829472091,1,0.21537868,0.962007271
15073,NM_001365987.2,DPP9,1.127484882,0.256837952,1,1.133896533,1.599764825
1577,NM_001365999.1,SZT2,0.897563689,0.491700845,1,0.687606133,3.066888647
1977,NM_001366003.1,ADGRL2,0.826685599,0.902764416,1,0.122169961,0.030064724
1978,NM_001366004.1,ADGRL2,0.826685599,0.902764416,1,0.122169961,0.030064724
1979,NM_001366008.1,ADGRL2,-1.032172818,0.565181841,1,-0.575161851,0.708608475
3483,NM_001366010.2,CDC42BPA,0,1,1,0,0.062482926
3480,NM_001366011.1,CDC42BPA,-0.135090696,0.976914323,1,-0.028937644,0.310849426
14879,NM_001366018.1,RNF126,0.963686597,0.243626042,1,1.165971318,7.169014134
3481,NM_001366019.2,CDC42BPA,-0.135091817,0.952699354,1,-0.059317335,0.587727473
17690,NM_001366022.1,TET3,-0.075735451,0.899504489,1,-0.126287325,8.930632968
37409,NM_001366028.2,DNAH12,NA,NA,NA,NA,0
21144,NM_001366031.2,TAMM41,0.555136103,0.351799287,1,0.931104934,4.801454542
23683,NM_001366043.1,ABHD18,0.366893299,0.463143232,1,0.733680916,8.533396285
23685,NM_001366044.1,ABHD18,0.826685599,0.902764416,1,0.122169961,0.220737603
23684,NM_001366045.1,ABHD18,0,1,1,0,0.122776025
23679,NM_001366046.1,ABHD18,-0.134288221,0.860138283,1,-0.176198139,3.253338452
23678,NM_001366047.1,ABHD18,0.826685599,0.902764416,1,0.122169961,0.123553773
23680,NM_001366048.1,ABHD18,-1.096863749,0.871228948,1,-0.162097661,0.092186192
21079,NM_001366051.2,TTLL3,0.352048348,0.507403585,1,0.662885975,14.70460121
23754,NM_001366057.1,OTUD4,1.111418924,0.396095057,1,0.848615899,1.354050262
37947,NM_001366058.1,OTUD4,NA,NA,NA,NA,0
26035,NM_001366068.1,CRIP3,0.429452743,0.35715369,1,0.920802231,10.01435763
37396,NM_001366070.2,PBRM1,NA,NA,NA,NA,0
21764,NM_001366071.2,PBRM1,0.123441575,0.844737055,1,0.195837887,4.655264454
21765,NM_001366072.2,PBRM1,0.819298975,0.596244232,1,0.529809191,1.671141492
21766,NM_001366073.2,PBRM1,-2.447897282,0.086524706,1,-1.714021887,5.207162851
21761,NM_001366074.2,PBRM1,0.826685599,0.902764416,1,0.122169961,0.093139081
21763,NM_001366075.2,PBRM1,1.796973781,0.789747959,1,0.266637917,0.189874184
21767,NM_001366076.2,PBRM1,-1.996148534,0.451361911,1,-0.753146455,0.472285661
38689,NM_001366078.1,CALHM4,NA,NA,NA,NA,0
27580,NM_001366081.1,PHTF2,0,1,1,0,0.304503532
27578,NM_001366082.2,PHTF2,0.211505645,0.96800332,1,0.040112645,0.70485301
27576,NM_001366083.1,PHTF2,-0.817787509,0.411689539,1,-0.820924037,1.875180797
27579,NM_001366084.1,PHTF2,-0.135089075,0.984072211,1,-0.01996385,0.125877276
27577,NM_001366085.2,PHTF2,1.686231452,0.516537193,1,0.648692438,0.47774078
27584,NM_001366086.1,PHTF2,0.826685599,0.902764416,1,0.122169961,0.40307264
27583,NM_001366087.1,PHTF2,0.264185354,0.842841389,1,0.198260328,2.181828554
27582,NM_001366088.2,PHTF2,-1.26893163,0.025692572,1,-2.230827276,10.61385415
27586,NM_001366089.1,PHTF2,0,1,1,0,0.308161223
21950,NM_001366093.1,ZNF654,2.732405466,0.126268082,1,1.528985324,1.343432195
21949,NM_001366095.1,ZNF654,-1.607583422,0.810859125,1,-0.23931785,0.307286291
37433,NM_001366096.1,ZNF654,NA,NA,NA,NA,0
21955,NM_001366097.1,ZNF654,-0.120995216,0.944772438,1,-0.069272848,1.07870294
15809,NM_001366102.1,TDRD12,0.415552919,0.457138237,1,0.743567391,5.553675162
39158,NM_001366110.1,PAX4,NA,NA,NA,NA,0
39157,NM_001366111.1,PAX4,NA,NA,NA,NA,0
22801,NM_001366112.1,PLAAT1,-0.557635999,0.177368437,1,-1.348902027,15.74315704
28179,NM_001366122.1,KCP,0.826685599,0.902764416,1,0.122169961,0.031434899
22725,NM_001366133.1,FAM131A,0.183120907,0.91847089,1,0.102360054,1.398853208
22723,NM_001366134.1,FAM131A,-0.86567335,0.556438973,1,-0.588139037,1.435128836
1723,NM_001366135.1,CMPK1,-0.206184675,0.367313966,1,-0.901516121,43.50089854
39801,NM_001366141.2,TRPM3,NA,NA,NA,NA,0
39800,NM_001366142.2,TRPM3,NA,NA,NA,NA,0
39802,NM_001366143.2,TRPM3,NA,NA,NA,NA,0
39794,NM_001366145.2,TRPM3,NA,NA,NA,NA,0
39795,NM_001366146.2,TRPM3,NA,NA,NA,NA,0
39792,NM_001366147.2,TRPM3,NA,NA,NA,NA,0
30057,NM_001366148.2,TRPM3,0,1,1,0,0.030055809
39796,NM_001366149.2,TRPM3,NA,NA,NA,NA,0
39799,NM_001366150.2,TRPM3,NA,NA,NA,NA,0
39798,NM_001366151.2,TRPM3,NA,NA,NA,NA,0
39793,NM_001366152.2,TRPM3,NA,NA,NA,NA,0
39788,NM_001366154.2,TRPM3,NA,NA,NA,NA,0
37588,NM_001366157.1,WDR49,NA,NA,NA,NA,0
22560,NM_001366158.1,WDR49,0.826685599,0.902764416,1,0.122169961,0.030064724
1864,NM_001366165.1,RAVER2,-0.505646877,0.477962675,1,-0.709583145,4.189379093
15307,NM_001366174.1,RAVER1,0.415817015,0.560542131,1,0.582036448,11.86879768
2724,NM_001366177.2,ASH1L,-0.135091693,0.959334382,1,-0.050988879,0.615985985
15924,NM_001366178.1,ARHGAP33,-2.097031843,0.691697726,1,-0.396552175,1.194809641
15958,NM_001366188.1,ZNF565,0.826685599,0.902764416,1,0.122169961,0.192391633
15956,NM_001366189.1,ZNF565,0.185119263,0.716003545,1,0.363805112,6.715867723
15957,NM_001366190.1,ZNF565,1.745050926,0.408194297,1,0.827075453,1.715053623
1314,NM_001366191.2,TMEM234,0.082352425,0.90573879,1,0.118415064,3.536672751
32544,NM_001366195.2,FCRLA,NA,NA,NA,NA,0
32542,NM_001366196.2,FCRLA,NA,NA,NA,NA,0
14797,NM_001366198.1,SERPINB8,0,1,1,0,0.094546264
22872,NM_001366203.1,DLG1,0.261290331,0.860583603,1,0.17563131,1.320800013
22871,NM_001366204.1,DLG1,-0.720250352,0.102239499,1,-1.634092168,13.82603191
22870,NM_001366205.1,DLG1,-0.438760453,0.444186249,1,-0.765143249,6.245415013
22868,NM_001366206.1,DLG1,-0.515753801,0.733342013,1,-0.340683299,1.826893216
22869,NM_001366207.1,DLG1,-0.095933179,0.83878548,1,-0.20344724,12.45066597
37697,NM_001366208.1,DLG1,NA,NA,NA,NA,0
37694,NM_001366209.1,DLG1,NA,NA,NA,NA,0
37691,NM_001366210.1,DLG1,NA,NA,NA,NA,0
37693,NM_001366211.1,DLG1,NA,NA,NA,NA,0
37690,NM_001366212.1,DLG1,NA,NA,NA,NA,0
37692,NM_001366213.1,DLG1,NA,NA,NA,NA,0
22863,NM_001366214.1,DLG1,0,1,1,0,0.065650401
37688,NM_001366215.1,DLG1,NA,NA,NA,NA,0
22865,NM_001366216.1,DLG1,-2.577742119,0.701155455,1,-0.38376119,0.248859977
37689,NM_001366217.1,DLG1,NA,NA,NA,NA,0
22861,NM_001366218.1,DLG1,0,1,1,0,0.099229796
22862,NM_001366219.1,DLG1,-1.096863749,0.871228948,1,-0.162097661,0.183329061
22864,NM_001366220.1,DLG1,-1.096863749,0.871228948,1,-0.162097661,0.03279417
22859,NM_001366221.1,DLG1,-1.096863749,0.871228948,1,-0.162097661,0.242773764
22860,NM_001366222.1,DLG1,0,1,1,0,0.096568004
2266,NM_001366223.1,SYT6,1.021491259,0.317426214,1,0.999760937,2.981163557
2268,NM_001366224.1,SYT6,0,1,1,0,0.033751398
2269,NM_001366225.1,SYT6,0,1,1,0,0.095855414
2270,NM_001366226.1,SYT6,-2.026751232,0.386317278,1,-0.8663153,0.706090372
14384,NM_001366230.1,ARHGAP28,3.735181186,0.04759028,1,1.981008861,1.406681872
14383,NM_001366231.1,ARHGAP28,-0.816094948,0.2254175,1,-1.212247903,4.722259794
32232,NM_001366232.2,UBE2U,NA,NA,NA,NA,0
32230,NM_001366233.2,UBE2U,NA,NA,NA,NA,0
32231,NM_001366234.2,UBE2U,NA,NA,NA,NA,0
32228,NM_001366235.1,UBE2U,NA,NA,NA,NA,0
32724,NM_001366237.1,LIN9,NA,NA,NA,NA,0
3474,NM_001366238.1,LIN9,0.826685599,0.902764416,1,0.122169961,0.058113642
3472,NM_001366239.1,LIN9,-0.135091414,0.967747443,1,-0.040433601,0.339871309
32725,NM_001366240.1,LIN9,NA,NA,NA,NA,0
3471,NM_001366241.1,LIN9,0,1,1,0,0.062319444
39948,NM_001366244.1,GOLGA2,NA,NA,NA,NA,0
3475,NM_001366245.2,LIN9,0.047850114,0.883959479,1,0.14595175,25.81849981
30624,NM_001366246.1,GOLGA2,-0.069667497,0.853511651,1,-0.184639693,13.21959328
12501,NM_001366253.2,VPS53,-0.033348804,0.949019215,1,-0.063938477,10.2869741
12500,NM_001366254.2,VPS53,-0.538365305,0.704978992,1,-0.378607985,1.208664468
1331,NM_001366255.1,ZBTB8OS,-0.546915931,0.667476833,1,-0.429613476,1.425133585
1348,NM_001366256.1,ZBTB8OS,-0.872835569,0.475194323,1,-0.714053135,1.208578687
1349,NM_001366257.1,ZBTB8OS,0,1,1,0,0.029759297
1339,NM_001366258.1,ZBTB8OS,-0.71718402,0.504234868,1,-0.667841352,1.829270788
1332,NM_001366259.1,ZBTB8OS,-0.123251207,0.953727222,1,-0.058026874,0.645892097
1336,NM_001366260.1,ZBTB8OS,-0.134319333,0.911419553,1,-0.111248172,1.363007623
14013,NM_001366261.2,GPRC5C,0.450489245,0.790187874,1,0.266066657,0.590004916
35504,NM_001366262.2,GPRC5C,NA,NA,NA,NA,0
1347,NM_001366263.1,ZBTB8OS,-0.728356036,0.62919325,1,-0.482862669,1.276747724
32135,NM_001366264.1,ZBTB8OS,NA,NA,NA,NA,0
1343,NM_001366265.1,ZBTB8OS,-0.135091593,0.963064041,1,-0.046308906,0.37042111
1345,NM_001366266.1,ZBTB8OS,0,1,1,0,0.117991823
1335,NM_001366267.1,ZBTB8OS,0.8696966,0.54829755,1,0.60031316,0.990544926
1342,NM_001366268.1,ZBTB8OS,-0.131550762,0.847175466,1,-0.192723567,4.661112457
1340,NM_001366269.1,ZBTB8OS,-0.277517156,0.598143771,1,-0.527071739,6.707046321
1346,NM_001366270.1,ZBTB8OS,-0.551199541,0.679515598,1,-0.41312423,0.867707412
32131,NM_001366271.1,ZBTB8OS,NA,NA,NA,NA,0
37537,NM_001366276.1,KY,NA,NA,NA,NA,0
37540,NM_001366277.2,KY,NA,NA,NA,NA,0
1330,NM_001366278.1,ZBTB8OS,-0.118084669,0.667861079,1,-0.429085397,25.79204097
21637,NM_001366281.1,INKA1,0,1,1,0,0.034143543
22157,NM_001366282.2,GOLGB1,-0.29074812,0.622217058,1,-0.492710641,7.934598653
22159,NM_001366283.2,GOLGB1,0.879981037,0.045177074,1,2.003002002,16.40605512
22155,NM_001366284.2,GOLGB1,0.174168523,0.754233753,1,0.313061744,8.478629063
36680,NM_001366287.2,ZNF142,NA,NA,NA,NA,0
18862,NM_001366288.2,ZNF142,1.302987397,0.423502165,1,0.800360146,0.919199763
36681,NM_001366289.2,ZNF142,NA,NA,NA,NA,0
18861,NM_001366290.3,ZNF142,0.220390625,0.582601,1,0.549589445,10.48990387
36679,NM_001366291.2,ZNF142,NA,NA,NA,NA,0
26208,NM_001366292.1,COX7A2,-0.235024154,0.687219647,1,-0.402631073,8.523113775
138,NM_001366293.1,COX7A2,-0.571210168,1.35E-05,0.003137011,-4.351372771,651.5265853
13732,NM_001366294.2,MYCBPAP,0.826685599,0.902764416,1,0.122169961,0.031434899
15131,NM_001366299.1,KHSRP,0.770932962,0.071889693,1,1.799816026,63.20286495
15133,NM_001366300.1,KHSRP,-0.015866747,0.920782449,1,-0.099448156,107.7432463
13107,NM_001366301.1,PROCA1,-0.27210966,0.724684947,1,-0.35220444,3.686753323
13105,NM_001366302.1,PROCA1,1.006229244,0.451066153,1,0.753638778,2.393034519
13102,NM_001366303.1,PROCA1,-0.010107214,0.982444191,1,-0.022004719,11.92566704
38692,NM_001366304.1,KPNA5,NA,NA,NA,NA,0
26466,NM_001366305.2,KPNA5,0,1,1,0,0.304987986
26465,NM_001366306.2,KPNA5,-0.033405354,0.896156834,1,-0.130517722,36.19981196
26467,NM_001366307.2,KPNA5,1.757492826,0.554016872,1,0.591751699,0.704910173
38691,NM_001366308.1,KPNA5,NA,NA,NA,NA,0
38690,NM_001366309.2,KPNA5,NA,NA,NA,NA,0
26463,NM_001366310.2,KPNA5,0.089021255,0.92295869,1,0.096707492,2.334085739
13672,NM_001366314.2,TTLL6,0.768156209,0.291764789,1,1.054258051,3.615965991
22960,NM_001366318.2,FAM193A,0.312846254,0.432710524,1,0.784561817,10.81742705
12450,NM_001366322.1,SLC22A31,2.382803532,0.446091123,1,0.761947861,0.480690617
25642,NM_001366333.2,ZFP57,0,1,1,0,0.031656061
22193,NM_001366335.1,CCDC14,-0.189553353,0.416418043,1,-0.812651243,45.53829688
637,NM_001366336.1,CCDC14,1.344685867,0.018188093,0.912226926,2.361766526,24.7685252
22197,NM_001366337.1,CCDC14,-0.413892666,0.493017787,1,-0.685516921,18.24001662
22198,NM_001366338.1,CCDC14,-0.68582817,0.32590394,1,-0.982397739,3.460988721
22195,NM_001366339.1,CCDC14,0.227669601,0.739145894,1,0.332984618,3.791786185
26623,NM_001366344.1,AIG1,0.6140919,0.486334005,1,0.696151424,4.67624525
26611,NM_001366345.1,AIG1,0,1,1,0,0.092710007
26624,NM_001366346.1,AIG1,0.443881545,0.476441472,1,0.712037633,4.996943137
26622,NM_001366347.1,AIG1,1.721247752,0.218456472,1,1.230642848,1.596325445
26621,NM_001366348.1,AIG1,0.279307636,0.8326656,1,0.211284086,1.075478342
26616,NM_001366349.2,AIG1,-0.207853587,0.809438102,1,-0.24115098,3.503732782
38733,NM_001366350.1,AIG1,NA,NA,NA,NA,0
26609,NM_001366351.1,AIG1,3.0959792,0.643740626,1,0.46247514,0.281411343
26610,NM_001366352.1,AIG1,0,1,1,0,0.066533173
26618,NM_001366353.1,AIG1,-1.961710219,0.277692089,1,-1.085518467,1.338005947
26619,NM_001366354.1,AIG1,0.201645593,0.732080583,1,0.342359208,5.158744043
26617,NM_001366355.1,AIG1,1.1801223,0.226858799,1,1.208490106,3.488289072
26614,NM_001366357.1,AIG1,0.5723001,0.153649299,1,1.426759257,38.7051535
26625,NM_001366358.1,AIG1,-1.096863749,0.871228948,1,-0.162097661,0.152610567
10564,NM_001366360.2,INTS14,-0.203652118,0.173266775,1,-1.361781742,117.9464614
26626,NM_001366361.1,AIG1,-2.991717342,0.103286931,1,-1.629123247,1.478808891
26608,NM_001366362.1,AIG1,0,1,1,0,0.034143543
26612,NM_001366363.1,AIG1,0.014900496,0.961947312,1,0.047710065,31.25459708
10561,NM_001366364.2,INTS14,-1.044391135,0.159097121,1,-1.408114659,3.573267046
10562,NM_001366365.2,INTS14,1.08464591,0.112011934,1,1.589214679,4.382162661
26130,NM_001366369.2,MCM3,-0.233641035,0.181187876,1,-1.3371065,100.8026667
470,NM_001366370.2,MCM3,1.348885687,0.008653457,0.590404305,2.625449801,7.345028336
26132,NM_001366371.2,MCM3,3.043764952,0.48648475,1,0.695910709,0.368335192
26133,NM_001366372.2,MCM3,3.890214637,0.452928779,1,0.750541268,0.529828879
26129,NM_001366373.2,MCM3,0.101094246,0.822992673,1,0.223697523,8.524223751
26135,NM_001366374.2,MCM3,4.041086533,0.070997174,1,1.805495535,1.248496777
26134,NM_001366375.2,MCM3,-0.373919647,0.501686746,1,-0.671838138,120.5825521
14209,NM_001366385.1,CARD14,0.19543468,0.865437576,1,0.169456512,1.410789476
34465,NM_001366390.2,NOVA1,NA,NA,NA,NA,0
9188,NM_001366391.2,NOVA1,-0.136522057,0.894931112,1,-0.132067235,1.910128354
9190,NM_001366392.2,NOVA1,0,1,1,0,0.030093297
30564,NM_001366399.1,RALGPS1,0,1,1,0,0.062319444
30573,NM_001366400.1,RALGPS1,-0.893741423,0.592633322,1,-0.535023913,1.116668396
30575,NM_001366401.1,RALGPS1,-0.361270151,0.590082283,1,-0.538716796,5.162233771
2557,NM_001366406.1,S100A2,-2.617356662,0.119585282,1,-1.556516669,1.030942085
2559,NM_001366407.1,S100A2,-1.096863749,0.871228948,1,-0.162097661,0.221823097
9337,NM_001366414.2,PSMC6,-0.137175775,0.737193662,1,-0.335571973,12.25335499
2453,NM_001366417.1,SETDB1,0.000859775,0.998612244,1,0.001739295,14.67904
2457,NM_001366418.1,SETDB1,-0.663177722,0.072991206,1,-1.792885676,27.80279802
34552,NM_001366425.1,NRXN3,NA,NA,NA,NA,0
34554,NM_001366426.1,NRXN3,NA,NA,NA,NA,0
32580,NM_001366445.1,RABGAP1L,NA,NA,NA,NA,0
3053,NM_001366446.1,RABGAP1L,-0.135966633,0.734334144,1,-0.339365846,12.96025685
3051,NM_001366447.1,RABGAP1L,0.555899258,0.498567186,1,0.676745904,3.289424063
3052,NM_001366448.1,RABGAP1L,-3.315473984,0.03320824,1,-2.129556566,1.047230552
3054,NM_001366449.1,RABGAP1L,0.249393975,0.528622797,1,0.630109725,12.55195075
32582,NM_001366450.1,RABGAP1L,NA,NA,NA,NA,0
32583,NM_001366451.1,RABGAP1L,NA,NA,NA,NA,0
32584,NM_001366452.1,RABGAP1L,NA,NA,NA,NA,0
3055,NM_001366453.1,RABGAP1L,0,1,1,0,0.091948674
32586,NM_001366454.1,RABGAP1L,NA,NA,NA,NA,0
3056,NM_001366455.1,RABGAP1L,-1.128722442,0.294138383,1,-1.049086339,1.987714811
32585,NM_001366456.1,RABGAP1L,NA,NA,NA,NA,0
3059,NM_001366457.1,RABGAP1L,3.03108975,0.485095398,1,0.698130799,0.399058328
26473,NM_001366458.2,DCBLD1,0.078978142,0.834386578,1,0.209078987,13.10607254
26472,NM_001366459.2,DCBLD1,-1.096863749,0.871228948,1,-0.162097661,0.062887467
26471,NM_001366460.2,DCBLD1,-0.278500944,0.739989222,1,-0.331867619,2.447105812
22575,NM_001366466.2,MECOM,-0.067530413,0.901382843,1,-0.123914662,8.328684884
22569,NM_001366467.2,MECOM,2.089405089,0.235650227,1,1.185929285,0.850961277
22566,NM_001366468.2,MECOM,-0.139910919,0.918584512,1,-0.102216903,1.681328526
22571,NM_001366469.2,MECOM,0.826685599,0.902764416,1,0.122169961,0.279591639
22570,NM_001366470.2,MECOM,-0.376092349,0.589075206,1,-0.540176662,4.131680149
22568,NM_001366471.2,MECOM,-1.986922171,0.450869658,1,-0.753965966,0.759697664
22565,NM_001366472.2,MECOM,-0.135091144,0.972320436,1,-0.03469815,0.309223291
22576,NM_001366473.2,MECOM,0.28054599,0.693956889,1,0.393490975,3.817145969
22573,NM_001366474.2,MECOM,-0.135089075,0.984072211,1,-0.01996385,0.246465427
